S,BZ,1994,WCPFC,...,...,...,...,...,5x5,MON,1,350,...,...,...,...
S,BZ,1995,WCPFC,...,...,...,...,...,5x5,MON,1,200,...,...,...,...
S,BZ,1996,WCPFC,...,...,...,...,...,5x5,MON,1,450,...,...,...,...
S,BZ,1997,WCPFC,...,...,...,...,...,5x5,MON,1,700,...,...,...,...
S,BZ,1998,WCPFC,...,...,...,...,...,5x5,MON,1,100,...,...,...,...
S,BZ,1999,WCPFC,...,...,...,...,...,5x5,MON,1,50,...,...,...,...
S,BZ,2000,WCPFC,...,...,...,...,...,5x5,MON,1,16,...,...,...,...
S,BZ,2001,WCPFC,...,...,...,...,...,5x5,MON,1,83,...,...,...,...
S,BZ,2002,WCPFC,...,...,...,...,...,5x5,MON,1,51,...,...,...,...
S,CA,1975,WCPFC,...,...,...,...,...,5x5,MON,1,50,...,...,...,...
S,CA,1976,WCPFC,...,...,...,...,...,5x5,MON,1,100,...,...,...,...
S,CK,2019,WCPFC,332,1x1,MON,31,34,5x5,MON,1,204,...,...,...,...
S,CK,2020,WCPFC,54,1x1,MON,9,6,5x5,MON,1,6,...,...,...,...
S,CK,2023,WCPFC,28,1x1,MON,13,7,5x5,MON,1,23,...,...,...,...
S,CN,2005,WCPFC,"2,044",1x1,MON,634,5,5x5,MON,1,158,...,...,...,...
S,CN,2006,WCPFC,"1,879",1x1,MON,325,...,10x20,MON,1,59,5x5,MON,1,56
S,CN,2007,WCPFC,"2,340",1x1,MON,590,...,5x5,MON,1,71,...,...,...,...
S,CN,2008,WCPFC,"2,782",1x1,MON,355,45,5x5,MON,1,29,10x20,MON,1,12
S,CN,2009,WCPFC,"3,826",1x1,MON,726,47,5x5,MON,1,50,...,...,...,...
S,CN,2010,WCPFC,"1,712",1x1,MON,450,86,5x5,MON,1,"1,015",...,...,...,...
S,CN,2011,WCPFC,"4,502",1x1,MON,656,142,5x5,MON,1,"1,667",10x20,MON,1,11
S,CN,2012,WCPFC,"2,545",1x1,MON,548,98,5x5,MON,1,"1,606",10x20,MON,1,46
S,CN,2013,WCPFC,"3,625",1x1,MON,687,190,5x5,MON,1,"2,424",10x20,MON,1,36
S,CN,2014,WCPFC,"3,864",1x1,MON,697,339,5x5,MON,1,"2,371",10x20,MON,1,29
S,CN,2015,WCPFC,"2,449",1x1,MON,458,170,5x5,MON,1,516,10x20,MON,1,20
S,CN,2016,WCPFC,194,1x1,MON,375,28,5x5,MON,1,104,...,...,...,...
S,CN,2017,WCPFC,868,1x1,MON,84,1,5x5,MON,1,119,...,...,...,...
S,CN,2018,WCPFC,621,1x1,MON,142,83,5x5,MON,1,398,...,...,...,...
S,CN,2019,WCPFC,...,1x1,MON,8,7,5x5,MON,1,68,...,...,...,...
S,CN,2023,WCPFC,507,1x1,MON,192,22,5x5,MON,1,23,...,...,...,...
S,EC,1975,WCPFC,...,...,...,...,...,5x5,MON,1,50,...,...,...,...
S,EC,1976,WCPFC,...,...,...,...,...,5x5,MON,1,94,...,...,...,...
S,EC,1977,WCPFC,...,...,...,...,...,5x5,MON,1,398,...,...,...,...
S,EC,1978,WCPFC,...,...,...,...,...,5x5,MON,1,476,...,...,...,...
S,EC,1979,WCPFC,...,...,...,...,...,5x5,MON,1,818,...,...,...,...
S,EC,1980,WCPFC,...,...,...,...,...,5x5,MON,1,568,...,...,...,...
S,EC,1981,WCPFC,...,...,...,...,...,5x5,MON,1,274,...,...,...,...
S,EC,1982,WCPFC,...,...,...,...,...,5x5,MON,1,79,...,...,...,...
S,EC,1983,WCPFC,...,...,...,...,...,5x5,MON,1,126,...,...,...,...
S,EC,1984,WCPFC,...,...,...,...,...,5x5,MON,1,163,...,...,...,...
S,EC,1985,WCPFC,...,...,...,...,...,5x5,MON,1,496,...,...,...,...
S,EC,1986,WCPFC,...,...,...,...,...,5x5,MON,1,80,...,...,...,...
S,EC,1987,WCPFC,...,...,...,...,...,5x5,MON,1,257,...,...,...,...
S,EC,1988,WCPFC,...,...,...,...,...,5x5,MON,1,94,...,...,...,...
S,EC,1989,WCPFC,...,...,...,...,...,5x5,MON,1,311,...,...,...,...
S,EC,1990,WCPFC,...,...,...,...,...,5x5,MON,1,150,...,...,...,...
S,EC,1991,WCPFC,...,...,...,...,...,5x5,MON,1,516,...,...,...,...
S,EC,1992,WCPFC,...,...,...,...,...,5x5,MON,1,178,...,...,...,...
S,EC,1993,WCPFC,...,...,...,...,...,5x5,MON,1,306,...,...,...,...
S,EC,1994,WCPFC,...,...,...,...,...,5x5,MON,1,"1,144",...,...,...,...
S,EC,1995,WCPFC,...,...,...,...,...,5x5,MON,1,"1,215",...,...,...,...
S,EC,1996,WCPFC,...,...,...,...,...,5x5,MON,1,"2,555",...,...,...,...
S,EC,1997,WCPFC,...,...,...,...,...,5x5,MON,1,"2,172",...,...,...,...
S,EC,1998,WCPFC,...,...,...,...,...,5x5,MON,1,"1,989",...,...,...,...
S,EC,1999,WCPFC,...,...,...,...,...,5x5,MON,1,"1,424",...,...,...,...
S,EC,2000,WCPFC,972,...,...,...,...,5x5,MON,1,"5,342",...,...,...,...
S,EC,2001,WCPFC,212,...,...,...,...,5x5,MON,1,"5,651",...,...,...,...
S,EC,2002,WCPFC,106,...,...,...,...,5x5,MON,1,"4,470",...,...,...,...
S,EC,2003,WCPFC,722,...,...,...,...,5x5,MON,1,"2,977",...,...,...,...
S,EC,2004,WCPFC,"1,143",...,...,...,...,5x5,MON,1,"2,836",...,...,...,...
S,EC,2005,WCPFC,"1,154",...,...,...,...,5x5,MON,1,"5,755",...,...,...,...
S,EC,2006,WCPFC,"2,043",...,...,...,...,5x5,MON,1,"9,593",...,...,...,...
S,EC,2007,WCPFC,"1,856",1x1,MON,78,62,5x5,MON,1,"7,072",...,...,...,...
S,EC,2008,WCPFC,"5,991",1x1,MON,182,245,5x5,MON,1,"8,011",...,...,...,...
S,EC,2009,WCPFC,"1,986",1x1,MON,111,333,5x5,MON,1,"5,640",10x20,MON,1,320
S,EC,2010,WCPFC,"2,512",1x1,MON,165,417,5x5,MON,1,"6,591",10x20,MON,1,204
S,EC,2011,WCPFC,"7,080",1x1,MON,304,460,5x5,MON,1,"7,361",10x20,MON,1,669
S,EC,2012,WCPFC,"5,532",1x1,MON,284,398,5x5,MON,1,"7,526",10x20,MON,1,294
S,EC,2013,WCPFC,"3,863",1x1,MON,230,528,5x5,MON,1,"9,451",10x20,MON,1,509
S,EC,2014,WCPFC,"3,816",1x1,MON,269,683,5x5,MON,1,"7,563",...,...,...,...
S,EC,2015,WCPFC,"1,963",1x1,MON,86,421,5x5,MON,1,804,...,...,...,...
S,EC,2016,WCPFC,697,1x1,MON,23,82,5x5,MON,1,386,...,...,...,...
S,EC,2017,WCPFC,"3,476",1x1,MON,162,410,5x5,MON,1,"1,822",...,...,...,...
S,EC,2018,WCPFC,"4,556",1x1,MON,176,597,5x5,MON,1,"2,328",...,...,...,...
S,EC,2019,WCPFC,"3,859",1x1,MON,156,605,5x5,MON,1,"2,578",...,...,...,...
S,EC,2020,WCPFC,"3,047",1x1,MON,153,610,5x5,MON,1,"2,867",...,...,...,...
S,EC,2022,WCPFC,"5,510",1x1,MON,353,671,5x5,MON,1,5,...,...,...,...
S,EC,2023,WCPFC,"2,394",1x1,MON,317,587,5x5,MON,1,587,...,...,...,...
S,EP,1997,WCPFC,...,...,...,...,...,5x5,MON,1,129,...,...,...,...
S,EP,2000,WCPFC,...,...,...,...,...,5x5,MON,1,197,...,...,...,...
S,EP,2001,WCPFC,...,...,...,...,...,5x5,MON,1,4,...,...,...,...
S,EP,2002,WCPFC,...,...,...,...,...,5x5,MON,1,"1,433",...,...,...,...
S,EP,2003,WCPFC,...,...,...,...,...,5x5,MON,1,"8,379",...,...,...,...
S,ES,1975,WCPFC,...,...,...,...,...,5x5,MON,1,18,...,...,...,...
S,ES,1976,WCPFC,...,...,...,...,...,5x5,MON,1,185,...,...,...,...
S,ES,1977,WCPFC,...,...,...,...,...,5x5,MON,1,213,...,...,...,...
S,ES,1978,WCPFC,...,...,...,...,...,5x5,MON,1,206,...,...,...,...
